City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ishigaki,24.3448,124.1572,26.07,65,20,3.09,JP,1684891336
365,hagere hiywet,8.9833,37.85,15.37,83,82,0.85,ET,1684891336
366,kenora,49.8167,-94.4337,12.54,62,100,5.66,CA,1684891336
367,calama,-22.4667,-68.9333,8.27,23,0,2.57,CL,1684890847
368,airoli,19.151,72.9962,30.01,74,40,3.09,IN,1684891336
369,ponta delgada,37.7333,-25.6667,16.4,77,20,4.63,PT,1684891336
370,east london,-33.0153,27.9116,15.68,51,3,2.3,ZA,1684891336
371,boguchany,58.3814,97.4531,3.93,78,100,5.65,RU,1684891336
372,hakui,36.8833,136.7833,19.58,50,14,3.45,JP,1684890910
373,genhe,50.7833,121.5167,19.29,29,24,3.68,CN,1684891336
374,touros,-5.1989,-35.4608,26.61,79,74,5.97,BR,1684891336
375,san jose,37.3394,-121.895,22.3,56,40,7.72,US,1684891200
376,buraydah,26.326,43.975,29.25,27,100,5.09,SA,1684891189
377,viedma,-40.8135,-62.9967,13.82,82,100,2.86,AR,1684891337
378,karagandy,49.8019,73.1021,5.97,49,7,1.89,KZ,1684891337
379,xilin hot,43.9667,116.0333,20.06,23,100,10.11,CN,1684891337
380,rudnichnyy,59.617,52.4703,13.53,84,97,1.47,RU,1684891337
381,jayapura,-2.5333,140.7,27.66,87,100,1.1,ID,1684891056
382,atchison,39.563,-95.1216,25.0,51,25,2.73,US,1684891041
383,levuka,50.1834,-105.4011,24.85,41,75,10.8,CA,1684891337
384,nova venecia,-18.7106,-40.4006,19.9,97,78,1.6,BR,1684891337
385,t'aebaek,37.1759,128.9889,19.85,31,100,0.11,KR,1684891337
386,almunecar,36.7339,-3.6907,15.94,92,97,2.11,ES,1684891337
387,manokwari,-0.8667,134.0833,28.74,69,100,1.8,ID,1684891337
388,buy,58.4786,41.53,14.12,84,100,1.77,RU,1684891337
389,nogliki,51.8333,143.1667,4.63,86,100,4.27,RU,1684891337
390,nantucket,41.2835,-70.0995,8.97,77,0,2.57,US,1684891337
391,hirara,24.8,125.2833,26.15,65,40,4.12,JP,1684891337
392,kamina,-8.7386,24.9906,18.22,67,6,1.71,CD,1684891338
393,ginir,7.1333,40.7,14.23,90,75,1.89,ET,1684891338
394,mossel bay,-34.1831,22.146,14.39,82,100,1.91,ZA,1684891338
395,vylkove,45.4021,29.586,14.69,80,19,2.22,UA,1684891338
396,puerto baquerizo moreno,-0.9,-89.6,25.24,78,33,4.15,EC,1684891338
397,bhimunipatnam,17.8833,83.4333,28.73,80,0,5.51,IN,1684891338
398,n'dalatando,-9.2978,14.9116,18.47,99,41,1.07,AO,1684891338
399,pechora,65.1472,57.2244,10.98,82,22,1.54,RU,1684891338
400,point pedro,9.8167,80.2333,28.89,76,29,7.41,LK,1684891338
401,san patricio,28.017,-97.5169,28.05,72,0,5.13,US,1684891338
402,nesterov,54.6306,22.5714,13.59,71,99,2.73,RU,1684891338
403,aquiraz,-3.9014,-38.3911,28.05,88,59,5.43,BR,1684891338
404,barclayville,4.6797,-8.2339,25.69,89,100,1.21,LR,1684891339
405,nsanje,-16.92,35.262,18.75,98,14,1.26,MW,1684891339
406,kasimov,54.9411,41.3953,13.2,99,100,3.0,RU,1684891339
407,la punta,-33.1837,-66.3127,14.87,78,100,3.22,AR,1684891339
408,qandala,11.472,49.8728,30.02,69,100,2.12,SO,1684891339
409,cill airne,52.05,-9.5167,7.74,98,96,1.1,IE,1684891339
410,luz,-19.8014,-45.6856,16.86,63,67,0.61,BR,1684891094
411,inarajan village,13.2736,144.7484,27.54,91,100,35.39,GU,1684891340
412,la sarre,48.8002,-79.1996,3.06,92,100,5.84,CA,1684891340
413,quatre cocos,-20.2078,57.7625,23.06,81,24,1.92,MU,1684891340
414,loukhi,66.0764,33.0381,10.5,79,90,2.39,RU,1684891340
415,glad,7.1483,124.5181,25.67,90,98,1.61,PH,1684891340
416,chui,-33.6971,-53.4616,18.69,84,79,3.29,UY,1684891340
417,lata,40.1629,-8.3327,17.26,78,32,1.65,PT,1684891340
418,kijang,35.2442,129.2139,20.85,53,100,1.93,KR,1684891340
419,al balyana,26.2357,32.0035,25.12,15,0,1.97,EG,1684891341
420,kupang,-10.1667,123.5833,30.32,62,20,3.6,ID,1684891221
421,sitka,57.0531,-135.33,10.94,71,0,4.63,US,1684891341
422,sanshui,23.1549,112.8916,26.05,78,100,2.63,CN,1684891341
423,hobyo,5.3505,48.5268,27.49,80,100,6.22,SO,1684891341
424,suwayr,30.1171,40.3893,27.52,34,96,4.51,SA,1684891341
425,simplicio mendes,-7.8539,-41.9103,24.18,79,100,3.05,BR,1684891341
426,vorgashor,67.5833,63.95,7.78,67,17,2.61,RU,1684891341
427,terrigal,-33.45,151.45,19.98,56,14,0.52,AU,1684891341
428,totness,5.8833,-56.3167,25.54,92,100,4.25,SR,1684891341
429,maridi,4.9158,29.4742,18.95,93,29,1.53,SS,1684891341
430,arteche,12.2645,125.4048,30.45,65,82,1.39,PH,1684891341
431,coquimbo,-29.9533,-71.3436,13.85,100,75,1.03,CL,1684891128
432,sulakyurt,40.1573,33.716,11.83,86,100,1.08,TR,1684891342
433,mirnyy,62.5353,113.9611,10.69,32,100,1.79,RU,1684891342
434,brigantine,39.4101,-74.3646,13.9,76,0,3.13,US,1684891342
435,yoloten,37.2989,62.3597,25.7,26,0,3.38,TM,1684891342
436,harstad,68.799,16.5293,6.2,89,85,9.39,NO,1684891342
437,nakamura,32.9833,132.9333,20.57,45,0,2.39,JP,1684891342
438,lautoka,-17.6167,177.4667,27.92,69,75,5.14,FJ,1684891342
439,sonoita,31.85,-112.8333,30.14,19,0,5.8,MX,1684891342
440,susuman,62.7833,148.1667,3.18,98,100,1.24,RU,1684891342
441,monticello,45.3055,-93.7941,26.97,38,0,2.06,US,1684891342
442,peskovka,59.0448,52.3606,13.89,70,100,2.32,RU,1684891342
443,burang,30.25,81.1667,3.32,86,100,1.76,CN,1684891342
444,ain fakroun,35.9711,6.8737,11.36,69,0,1.36,DZ,1684891343
445,maceio,-9.6658,-35.7353,24.69,94,40,1.03,BR,1684891343
446,hasaki,35.7333,140.8333,20.16,48,0,6.64,JP,1684891343
447,gadzhiyevo,69.2551,33.3362,7.68,85,91,0.98,RU,1684891343
448,deqen,29.9618,90.7188,6.24,70,100,0.11,CN,1684891343
449,ostrzeszow,51.4264,17.9336,14.69,97,100,5.32,PL,1684891306
450,port douglas,-16.4833,145.4667,23.55,76,72,8.47,AU,1684891343
451,chonchi,-42.6128,-73.8092,8.95,91,100,7.22,CL,1684891343
452,bam,29.106,58.357,26.92,18,0,4.72,IR,1684891343
453,rajo khanani,24.9841,68.8536,27.67,79,100,8.29,PK,1684891343
454,yuzhno-kurilsk,44.0306,145.8556,6.55,76,100,3.98,RU,1684891343
455,chauk,20.8833,94.8167,30.2,59,0,5.59,MM,1684891343
456,shanhecun,44.7,127.2,22.74,30,48,8.73,CN,1684891343
457,anacapri,40.5558,14.2136,16.79,79,6,0.12,IT,1684891344
458,barhi,23.9,80.8,33.45,21,56,5.18,IN,1684891178
459,dali,25.7,100.1833,19.52,62,68,2.11,CN,1684891344
460,sur,22.5667,59.5289,31.53,54,100,5.24,OM,1684891344
461,timimoun,29.2639,0.231,21.21,17,0,2.06,DZ,1684891344
462,zaysan,47.4667,84.8667,15.98,44,0,4.01,KZ,1684891344
463,pokhara,28.2333,83.9833,22.05,70,82,0.51,NP,1684891322
464,oranjemund,-28.55,16.4333,11.83,76,100,1.02,NA,1684891344
465,newton,42.337,-71.2092,14.08,57,0,5.14,US,1684891300
466,tosontsengel,48.7567,98.2839,6.98,56,16,3.86,MN,1684891344
467,westport,41.1415,-73.3579,14.39,74,0,3.09,US,1684891344
468,ixtapa,20.7,-105.2,28.46,74,40,4.12,MX,1684891344
469,vernon,50.2581,-119.2691,16.2,66,93,0.89,CA,1684891152
470,pisco,-13.7,-76.2167,21.03,83,0,7.2,PE,1684891143
471,diffa,13.3154,12.6113,31.36,44,73,4.85,NE,1684891344
472,lospalos,-8.5186,127.0025,25.11,78,86,5.08,TL,1684891345
473,al mahwit,15.4701,43.5448,18.4,53,90,0.76,YE,1684891345
474,pingliang,35.5392,106.6861,15.2,62,4,1.72,CN,1684891345
475,mili,6.0815,171.735,27.89,78,100,4.61,MH,1684891345
476,yanchep,-31.55,115.6833,17.01,78,100,6.49,AU,1684891345
477,kharkhorin,47.1975,102.8238,7.79,56,100,5.98,MN,1684891345
478,spittal an der drau,46.8,13.5,15.25,95,86,1.61,AT,1684891345
479,ola,59.5833,151.2833,6.19,94,100,3.2,RU,1684891345
480,acarau,-2.8856,-40.12,25.62,88,23,4.79,BR,1684891345
481,baiti,13.745,-14.7482,30.83,28,100,3.51,SN,1684891345
482,kalawit,8.0667,122.5167,29.09,73,84,1.82,PH,1684891345
483,margate,51.3813,1.3862,9.83,81,100,0.45,GB,1684891346
484,nelson bay,-32.7167,152.15,17.78,61,91,0.89,AU,1684891346
485,leua,48.2156,18.6071,14.05,96,98,1.9,SK,1684891346
486,kharan,28.5833,65.4167,27.02,34,4,3.07,PK,1684891346
487,tazacorte,28.629,-17.9293,18.54,85,100,3.13,ES,1684891346
488,bicester,51.9,-1.1536,10.24,82,100,2.43,GB,1684891346
489,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,62,20,3.09,ID,1684891346
490,ubinskoye,55.3068,79.6802,13.5,52,30,4.02,RU,1684891346
491,karwar,14.8,74.1333,26.66,85,9,1.92,IN,1684891346
492,new norfolk,-42.7826,147.0587,17.73,62,100,0.89,AU,1684891346
493,marsa alam,25.0757,34.8918,25.89,60,3,2.02,EG,1684891346
494,chibuto,-24.6867,33.5306,16.21,91,98,2.25,MZ,1684891346
495,itarsi,22.6167,77.75,31.31,25,6,2.13,IN,1684890818
496,lai chau,22.3997,103.4517,26.29,64,6,1.1,VN,1684891346
497,horta,38.5333,-28.6333,16.68,81,87,6.26,PT,1684891347
498,kirensk,57.7853,108.1119,4.87,96,100,1.73,RU,1684891347
499,raja,8.4596,25.678,23.71,63,88,2.21,SS,1684891347
500,tokombere,11.2271,13.4858,28.14,59,100,2.97,NG,1684891347
501,guerrero negro,27.9769,-114.0611,17.87,69,0,7.4,MX,1684890882
502,sajir,25.1825,44.5996,27.35,36,100,8.61,SA,1684891347
503,mucurici,-18.0933,-40.5158,19.13,95,88,2.52,BR,1684891347
504,selfoss,63.9331,-20.9971,4.47,68,48,15.45,IS,1684891347
505,yerofey pavlovich,53.9667,121.9667,11.16,79,100,2.57,RU,1684891347
506,richards bay,-28.783,32.0377,16.14,92,0,2.04,ZA,1684891347
507,wuhu,31.3366,118.3755,12.94,87,100,6.79,CN,1684891347
508,menongue,-14.6585,17.691,13.83,44,59,1.98,AO,1684891347
509,camabatela,-8.1881,15.375,17.02,90,17,0.24,AO,1684891347
510,jumla,29.2747,82.1838,14.93,78,100,0.43,NP,1684891347
511,san javier,37.8063,-0.8374,17.21,83,100,1.54,ES,1684891345
512,tartagal,-22.5164,-63.8013,23.76,75,0,3.48,AR,1684891348
513,fort bragg,35.139,-79.006,21.57,41,100,4.12,US,1684891348
514,palapye,-22.546,27.1251,13.35,89,0,2.93,BW,1684891348
515,uglich,57.5275,38.3317,13.57,98,100,2.06,RU,1684891348
516,suzano,-23.5425,-46.3108,19.05,82,0,1.04,BR,1684891348
517,malchow,53.4748,12.4221,8.82,83,98,4.26,DE,1684891348
518,ebon,4.582,168.6964,27.78,79,88,4.76,MH,1684891348
519,formosa do rio preto,-11.0483,-45.1931,22.38,64,23,2.02,BR,1684891348
520,poyarkovo,49.6,128.6833,23.56,30,100,7.23,RU,1684891348
521,luena,-11.7833,19.9167,14.77,51,100,1.9,AO,1684891348
522,katsuren-haebaru,26.3369,127.8719,25.01,61,40,4.12,JP,1684891348
523,korla,41.7597,86.1469,18.89,27,100,1.91,CN,1684891348
524,chinde,26.8418,88.0763,18.94,70,60,0.77,NP,1684891349
525,rikaze,29.25,88.8833,10.14,40,100,1.95,CN,1684891349
526,rice lake,45.5061,-91.7382,23.82,53,40,1.54,US,1684891201
527,santana,-0.0583,-51.1817,27.1,94,0,1.54,BR,1684891349
528,mugia,43.1041,-9.2179,17.31,86,15,10.42,ES,1684891349
529,yaren,-0.5472,166.916,25.3,84,100,3.53,NR,1684891349
530,khodzha-maston,38.7446,68.627,11.68,63,1,3.67,TJ,1684891349
531,alofi,-19.0595,-169.9187,26.94,65,75,2.57,NU,1684891349
532,tsetserleg,47.475,101.4542,5.3,80,97,1.31,MN,1684891349
533,namdrik,5.5994,168.1028,28.08,77,44,5.12,MH,1684891349
534,rocha,-34.4833,-54.3333,20.28,80,100,3.44,UY,1684891349
535,tashtagol,52.7657,87.8894,11.77,61,76,1.29,RU,1684891349
536,bubaque,11.2833,-15.8333,27.47,73,100,5.49,GW,1684891349
537,kenai,60.5544,-151.2583,12.05,47,100,7.2,US,1684891349
538,weyburn,49.6668,-103.8511,22.12,40,20,10.29,CA,1684891264
539,toliara,-23.35,43.6667,17.63,78,1,4.7,MG,1684891350
540,walla walla,46.0646,-118.343,21.9,40,0,3.13,US,1684891269
541,greenville,35.6127,-77.3663,18.41,75,0,3.6,US,1684890832
542,kale,50.9581,1.8521,8.33,74,100,3.32,FR,1684891350
543,hopkinsville,36.8656,-87.4886,25.02,74,10,1.38,US,1684891169
544,jeremie,18.65,-74.1167,26.42,83,8,0.73,HT,1684891350
545,kyzyl-suu,42.3414,78.0056,7.49,96,100,1.91,KG,1684891350
546,darovskoy,58.77,47.9564,13.17,81,25,2.15,RU,1684891350
547,nanao,37.05,136.9667,19.06,53,23,2.75,JP,1684891350
548,guangyuan,32.442,105.823,16.61,89,100,1.47,CN,1684891350
549,bokoro,12.3807,17.0568,33.58,34,100,4.23,TD,1684891350
550,songea,-10.6833,35.65,16.86,93,95,1.53,TZ,1684891350
551,morehead city,34.7229,-76.726,19.03,84,100,7.2,US,1684891350
552,auki,-8.7676,160.7034,29.59,70,35,1.96,SB,1684891350
553,san mariano,7.5,126.0,28.11,78,73,1.63,PH,1684891350
554,kuching,1.55,110.3333,27.24,88,40,2.24,MY,1684891350
555,montelibano,7.9829,-75.4229,24.26,94,100,1.54,CO,1684891351
556,arraial do cabo,-22.9661,-42.0278,22.68,81,3,7.13,BR,1684891351
557,jora,26.3333,77.8167,32.7,27,18,3.9,IN,1684891351
558,cam ranh,11.9214,109.1591,32.98,58,0,0.0,VN,1684891351
559,panglao,9.5781,123.7458,28.59,74,77,1.03,PH,1684891351
560,montes claros,-16.735,-43.8617,18.88,68,0,0.0,BR,1684891351
561,kristiansund,63.1115,7.732,8.36,87,100,1.54,NO,1684891351
562,tejen,37.3834,60.5054,26.83,29,4,1.8,TM,1684891351
563,leava,-14.3,-178.1667,27.56,79,100,6.52,WF,1684891351
564,praia da vitoria,38.7333,-27.0667,17.14,77,40,4.07,PT,1684891177
565,dakhla,23.6848,-15.958,18.52,81,100,7.88,EH,1684891351
566,chak two hundred forty-nine thal development authority,31.1796,71.2095,30.11,37,3,2.4,PK,1684891351
567,jalai nur,49.45,117.7,19.0,26,100,3.64,CN,1684891351
568,tumut,-35.3,148.2167,12.32,55,14,1.48,AU,1684891351
569,yallahs,17.8748,-76.5624,27.85,83,7,0.93,JM,1684891352
570,elk city,35.412,-99.4043,23.12,68,40,6.69,US,1684891333
571,peruibe,-24.32,-46.9983,18.21,91,0,1.42,BR,1684891352
572,lerwick,60.1545,-1.1494,9.0,93,100,9.88,GB,1684891060
573,plesetsk,62.708,40.2916,12.84,96,100,1.42,RU,1684891352
574,medina,24.4686,39.6142,31.24,18,20,2.06,SA,1684891352
575,impfondo,1.6381,18.0667,22.67,80,40,1.05,CG,1684891352
576,rawson,-43.3002,-65.1023,11.95,36,0,4.75,AR,1684891352
577,muroto-misakicho,33.2833,134.15,18.43,50,0,2.06,JP,1684891352
578,alfredo chaves,-20.635,-40.7497,20.6,96,95,0.89,BR,1684891352
579,kourou,5.1552,-52.6478,25.03,92,100,2.62,GF,1684891352
580,yichang,30.7144,111.2847,19.53,69,0,0.6,CN,1684891352
581,labytnangi,66.6572,66.4183,8.28,49,65,2.25,RU,1684891352
582,male,4.1748,73.5089,27.97,83,20,1.54,MV,1684891352
583,chebba,35.2372,11.115,18.7,84,16,7.0,TN,1684891353
